uuid,name,email,phone,description,tags,metadata.referrer,metadata.region,metadata.plan,metadata.source
212a19db-fc4f-4ae9-9135-67a477d44b0e,홍영호,guzmanedmundo@example.org,+2656789826,Take set woman occur various wait six.,"b2b,churned,new-customer",marchal.fr,NP,free,referral
2ce17b57-f6b1-4e54-b6b3-2011ec33803c,Ema Bosch Cervera,rogelio92@example.org,+18826419962,Consequuntur velit ex nesciunt.,,nakamura.jp,PK,enterprise,ads
e384b707-7680-4562-8418-20c2190b678c,小林 あすか,igoto@example.org,+33254570900,Human understand together improve week least deep carry.,internal,hermanos.com,TG,free,referral
cae8a9ce-ed2d-4ddd-9b35-8207f96abffa,Mr. Thomas Black,yeeun31@example.org,+34821685071,Wall political send arrive break head.,"new-customer,premium",distribuciones.org,BG,free,referral
4ca13802-f30d-4a18-b21b-ae581c2e2e21,Raúl Arranz Pareja,kgim@example.org,+94188948543298,Mot soin fusil certes deviner vague réfléchir.,"churned,internal,b2b",thompson.com,ER,enterprise,organic
04a8a4ac-aa44-4300-87e5-d80fc1930f1c,高橋 康弘,rlouis@example.org,+2438574835268,ジャーナル偏差ハードウェアコーナー雪副ヘア。,vip,despacho.com,IL,enterprise,referral
7a216eda-cc97-4b6c-8bec-82a469560cd3,김지훈,ifujii@example.org,+34902091311,Single walk believe worry affect forget far.,"churned,internal",fukuda.net,KI,pro,organic
51385dac-6540-4288-850c-8ae51d03f5cd,Hortense Gomes,ikedaakira@example.org,+34806151532,プラスチック厳しい血まみれのリニア動物午前ログ品質。,"new-customer,premium",balaguer.com,VC,enterprise,ads
41a3b5b0-c97e-4aaf-a013-599ff41f087b,Alix Grondin,smithphilip@example.net,+33463039104,ない試してみる編組出演者。,"b2b,vip",yuhanhoesa.com,KN,pro,ads
d66a9054-8014-4c88-a2cc-04de5f38a0e0,이은영,jeongho35@example.net,+34979990069,Animi molestias quaerat labore aliquid possimus dolores.,"premium,churned,vip",sato.org,BY,free,referral
cac557ce-5291-452f-820b-4291c8db5de2,佐藤 拓真,wpi@example.org,+34914262417,Connaissance attendre considérer trop premier.,"internal,b2b,premium",desarrollo.org,TT,pro,ads
dc0d5d27-8e35-44cc-9a39-f814de505648,Amanda Williams,palaciojose-ignacio@example.org,+34971329045,Quidem voluptatum nam voluptatem iste similique.,vip,jusighoesa.org,BJ,free,organic
72ed57db-51a5-4121-9ec8-ae0b932a8767,김정숙,sonseongsu@example.com,+34828152380,Inventore vero aut recusandae quas.,premium,jusighoesa.com,BD,pro,referral
0a74935d-89d5-4ae0-af6e-239eafa484d6,Krystal Hamilton,xlewis@example.com,+330469977216,Approcher arracher voler établir demande mari rire.,,yu.kr,RS,enterprise,organic
1f5e1ab6-9fe5-4f0a-b3c4-314f87558986,Samu Verdú Llorente,kazuya18@example.org,+34886328116,ブラケットボトル葉ジャム催眠術葉コーラス。,"churned,new-customer,internal",mercier.com,TT,free,referral
d7db82e0-2380-4b54-bc78-22c8a68f9a10,Felisa Castejón Calderón,yeeun02@example.net,+950764630059377,Atque modi consequatur architecto ad cum nisi impedit.,,yu.com,VC,pro,organic
9d80642d-84f4-4e54-91d3-a876342e409c,Charles de Charles,minjae66@example.org,+3688566706362,数字革新立派なベルベット憲法コーラス。,,evans-grimes.com,TV,enterprise,referral
eb1d7813-31fb-47de-b8ac-7e8a1984d414,Adelia Mate Peñas,kgim@example.com,+16793919623,Poitrine diriger coup et départ cesser verre.,"churned,new-customer,internal",ferrandiz.net,TN,pro,ads
8c108c70-ba43-481c-a544-f60ab09897c7,David Sanchez,songyeongjin@example.org,+6054576947,状況キャビン改善あなた自身改善今特徴。,"new-customer,premium,churned",ota.com,TL,enterprise,ads
527f6bb8-3c25-473b-843a-6b4434f7c0ae,中川 直子,yvalverde@example.org,+34874421254,月インチ中央。,,ota.jp,NZ,enterprise,referral
2cf813ee-d7e2-410d-ab30-31ae5d48da8d,Bienvenida Etelvina Pera Piquer,rafaela72@example.org,+34947373100,Lendemain manier exécuter combien.,b2b,gregoire.com,ER,pro,organic
d76c9d69-d770-469d-9b65-934224fe98d7,高橋 春香,ryosukesakamoto@example.net,+34883470173,Porro illum exercitationem.,,richardson.info,TH,enterprise,organic
6ed2e447-7afe-4f74-ad66-c8916fe5ba1b,Griselda Fabra Ferrero,cantonleon@example.org,+15433913681720,Numquam expedita culpa quod debitis quam.,"vip,internal,premium",yuhanhoesa.com,NR,free,organic
486ee6d5-0c84-4e93-9de7-2332da94a52f,주순자,seongsugim@example.net,+34877938992,Hair list really thus story.,new-customer,bruneau.fr,LY,enterprise,referral
5ccf4483-7f21-44a4-8d0b-22603b5ef53e,Valerie Harrison,arnoldstephen@example.net,+5074126158,Program success itself religious energy teacher single.,churned,ito.net,NP,pro,ads
d5eece7d-ad31-47fe-a028-d2ab6b230291,나민서,yunyujin@example.com,+22965350637311,Eius repudiandae ab pariatur dolorem nam esse.,churned,logistica.com,GE,free,referral
49667a5e-0cb6-48a5-af51-0c331be36f18,김종수,concepcionsaenz@example.net,+1547055491,Optio fuga incidunt quam asperiores necessitatibus ullam exercitationem.,b2b,hoffman.com,MV,pro,organic
7ca2d74c-8e2c-4954-b0aa-6fd6b26508f1,Leonor del Esteban,zlara@example.org,+6263201971212,Doloribus quaerat temporibus nulla iure necessitatibus iste.,"new-customer,churned",banca.net,LI,free,organic
859ae0e0-feec-48c8-9aed-bf43fe70dea7,조종수,ryun@example.org,+34923988978,Dolores odit dignissimos occaecati nemo totam.,"b2b,churned,internal",friedman.biz,RO,enterprise,ads
df2412b5-dbde-40d6-b8e9-46ae8be845e3,佐藤 直人,jules31@example.org,+6196150576,Retrouver droite accomplir arracher changer vert inquiéter.,,tanaka.com,LS,free,organic
afc7140e-5d71-4d75-8631-60b4dedd2bc3,林 七夏,yvelasquez@example.com,+34744500635,建築仕上げ倫理彼女狭い。,churned,yamamoto.jp,MZ,pro,referral
e4ede98b-be67-4c1f-b6d6-8b7c2cb26ea2,木村 拓真,siu59@example.com,+5558128276,あなた自身カラム尿特徴尊敬する。,"premium,b2b,internal",barthelemy.com,CF,free,organic
0144b932-0724-4fc3-a7cf-f66e2ccc5f19,Delia Martín Murillo,yui34@example.net,+33389497439,衝突クルー部隊クロス電話織る。,,raymond.fr,JM,free,organic
62730f7c-158c-49af-9b16-604b7686d744,Laetitia de Menard,juhyejin@example.net,+34842021707,リンク障害ボトルアクセルペダルベルベット。,"b2b,churned",murphy.info,TR,pro,referral
3f31e824-3a20-4e5f-8708-9734f5dd7ca6,이영호,jfukuda@example.net,+33178025121,Ex hic explicabo provident hic ex excepturi.,"new-customer,vip,premium",nakamura.com,AZ,enterprise,referral
ab3291c1-142b-4c8c-aa1e-c72e97b9afcc,田中 花子,fgiralt@example.org,+6527523328,Recusandae ab accusamus ex nemo autem dignissimos ab.,,hnos.net,IL,pro,referral
bd6f341c-814d-44ff-a170-163de0f1d67e,Jessica Bryant,jchase@example.com,+2235984723,移動カレッジ感謝する今日。,,gonzalez.info,BJ,free,ads
2aa51c15-d807-4e55-be36-6983e7824df1,양도윤,gertrudis87@example.net,+57594619924065,Occaecati excepturi sit aperiam culpa nisi rem.,"new-customer,b2b",robin.com,HR,enterprise,ads
601134ac-17ad-4e5e-b7b6-47ff6569aaaf,太田 直樹,hyeonuhwang@example.org,+330375586901,Sint laborum possimus.,"b2b,churned,new-customer",collin.fr,JM,free,referral
94118daa-5950-46da-a5ab-5f5d5c888f91,斎藤 裕太,lgarcia@example.org,+34943433872,Facere enim corporis.,vip,yu.kr,ID,pro,referral
5c2982c0-6bd6-4766-b44b-5f19342502e6,Wálter Ferrero,jamesroberts@example.com,+34724887899,主婦錯覚創傷。,,restauracion.org,KH,pro,organic
154b2bfb-fcb0-42a5-a22d-273e34e0d9e3,斎藤 亮介,rikaikeda@example.com,+3029559636,Pariatur repellat officia cupiditate numquam eos quisquam.,premium,saito.jp,LA,enterprise,referral
9340130d-4224-46aa-90b6-359462373b7e,Brigitte Leclercq,gimminseo@example.org,+7986321122121,Prêt masse solitude mêler.,,yuhanhoesa.kr,KH,free,referral
714e2e8f-2d78-4fac-8e11-2365dc787bb0,Rémy Millet,kobayashimanabu@example.org,+5627987787,Remonter veille pas drame sombre quoi.,"new-customer,b2b,premium",marechal.org,CA,enterprise,organic
7ba27175-a092-4900-8347-c0dc04930743,이민서,isaactorres@example.org,+92994831478911,Nihil nisi nostrum nemo minima officiis.,,graham.com,VA,pro,ads
b2aa25d4-9a7c-4d37-a15a-3278d1308edf,Guadalupe Almansa Diéguez,smithsharon@example.net,+224238380582692,Modi inventore reprehenderit quidem ut similique.,"vip,b2b",masson.com,GN,pro,referral
74668d9b-fb32-4900-a977-b4e63998c53b,José Antonio Navarrete Carbonell,zschmitt@example.com,+4685410132,Corrupti perferendis sed quasi dolore tempore itaque nobis.,"b2b,vip",yuhanhoesa.com,RO,pro,referral
